aff3cd01baec5fe72f8eaa157a9d1849cc9bfaeeb16267733938e588a0a840d2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,6,left,left,neutral,true
e4f56f643a74438d592601f3005d6954cc29be73e32e0db3ff0d992e30448a11 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,7,left,left,neutral,true
db58b1ebad94775033d7a22841d91b515d4d06ea84d143702ad2239f64a3d0bc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,8,right,right,erotic,true
65c6b9343726e9f259ce2cd414ca827011114d8e052404fec0e6cd7eda5a325d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,9,right,left,erotic,false
2ed0fdce1b3497772f516ccd1125598e6102c83b31c870389a1c5e464d50360e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,10,left,right,erotic,false
4ca8d4fdd092bb7a629f99c07bbff7189b7b38b949ef8d42047cbcaad760779e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,11,left,left,erotic,true
e2355a4eef4e027441204d1eff1f4e0d84efcd3b308f0873a66c3d58913e4d2a Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,12,right,left,neutral,false
cc5e2672c27f8e3987c532c78b72ea72cfb5fcb6c726eed239763b7997542524 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,13,left,right,neutral,false
854a5bf70422a8fadc6981a8e7fa02ec0729de50f50e6fe77005acb074061fe2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,14,right,left,neutral,false
5a9ec4261e74c04f04157ce9c666d80ef8fc72744813980940a3778496a261b1 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,15,left,right,neutral,false
91386f7927f1ddfd02796fbf79e3b74b28f350f6f7942abb34166ff9abb845a8 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,16,right,left,erotic,false
bbedc93b2904a18c71e76d45551352eb0d166d5173caad9f4c5303928b798d4a Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,17,left,right,neutral,false
0d275cba8d2252fbbd4e66ea12c2bc40ab6862a4d8c0f355923041505675ccb0 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,18,right,left,neutral,false
92c151fd4129a4b70d3eebcba643b0b0d8f5fb5242cab0607702714d3d057305 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,19,left,right,erotic,false
6e9e90becbfbd6c8827d4c070c4630b79d5dba57a2bc34e38074745d1f6d5d06 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,20,right,right,erotic,true
56566570aa9646fec338e1c71905ca1b82fcc1df132975154e61c00707bde590 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,21,right,left,erotic,false
daf7829772fcb448cf49ba645f33079781d04be6ffc56b1a23ce89104fd80336 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,22,right,left,neutral,false
43ee541562da48732bb9cc241322779717a9d26ba89d297cfd09b29c04de8ce1 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,23,left,right,erotic,false
5cf69b7d704b7e53c66691d24783aab9e13f6391549684f33bec88af5b3194e7 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,24,left,right,erotic,false
0de222aba2047367c3fc328fed9fc66db16819be49c514c3d1626bd709fc6645 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,25,right,left,erotic,false
aeec9cb6f1a36e5bc5fccb0ea29743527dae4c894b69bc03dce4d0b7035b43a2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,26,right,left,erotic,false
2c908acd07db5459e9b5c51bf7bf510aa5598afe3c5cae4894ac5e2940574d83 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,27,left,right,erotic,false
ee5633afc3097289b1d84065396b049d0d03dc5333838dc03ba4fe492cfefbe6 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,28,right,right,erotic,true
5835b13652827b183a4d0d785128a3e20a02e61103df9f214bb8a7ca4d842f44 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,29,right,left,erotic,false
95594d844b3c8dc26459d23c9a09f8fff61645cba129f108e3877f4c5fdcdb9c Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,30,right,left,erotic,false
eab79ee511e98a09082ceb7faaffcefef4b1c154aac0d6b40afc317189b5120a Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,31,left,right,neutral,false
01877065c990c56fbf60b7aa106b2b2f6c853940ce68e284db4e8d157e010511 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,32,right,right,neutral,true
dc027b263c87f8b9e65e53c5f13a319471f940b43e4e6d42944d5c7acdbc8cdc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,33,right,right,neutral,true
43b062e9f9ad18d4a4694ca9804b27cfdcc7f64a413d633ec5e85cd312928bb2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,34,right,left,erotic,false
f94c354c212e4d112419bfbfcab91fcf4191ed0fea8f035d8441b43b63084f8e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,35,left,left,neutral,true
a2d92be4d8ee60a556f24a60de8f08f1b65cc0268e206d11caebc10239c36b9b Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,ab80400a-54d1-4d3a-8bed-54d0b374532f,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,36,left,right,neutral,false
1c87db4f267bdd848227aeccc04e8f2360e4067ba66eb750e090d7fd1a1fb4f3 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
da1f1276495fc59f578d039e7eb7e309ffaafc6382bd4084f0762bff6dbd9a82 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8225c34ff67cb5db15d99e701f75994d9044fdba8e13a82a0bbefc287a2c707 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41c64e0b02c2d25853a5f5881c5cdc104d4d227051a1c0f046b3c1875155b3f2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,NA,NA,NA,NA,NA,NA,NA
78b1edc345b08eff5a0641918c7a382267c1e4b244cb7a5b847a24e69368a435 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,NA,NA,NA,NA,NA
285e635075985ea662de8382b0ea3daaa1c0c19b0800b9c69ed7b0911eaf4031 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,1,left,left,erotic,true
15656107b9132f03bcae257da435dd5b9c648c6ebfb7dcfc5c927b4fc1f85638 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,941a0a51-66bc-4b42-ae1d-96a9737d31fb,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,2,right,right,neutral,true
